"otu"	"tax"	"sim"
"83929"	"SCOR.D2.120m.DNA_591873"	23633	99.12
"83955"	"SCOR.D2.120m.DNA_591899"	12385	99.36
"83994"	"SCOR.D2.120m.DNA_591937"	39646	99.39
"84157"	"SCOR.D2.120m.RNA_1000036"	35841	99.79
"84227"	"SCOR.D2.120m.RNA_1000111"	38500	99.77
"84315"	"SCOR.D2.120m.RNA_1000204"	35841	98.37
"84435"	"SCOR.D2.120m.RNA_1000332"	41856	98.32
"84751"	"SCOR.D2.120m.RNA_1000658"	26582	99.57
"84969"	"SCOR.D2.120m.RNA_1000882"	23633	99.37
"85183"	"SCOR.D2.120m.RNA_1001102"	8780	98.96
"85714"	"SCOR.D2.120m.RNA_1001644"	2274	99.15
"85840"	"SCOR.D2.120m.RNA_1001771"	2274	97.39
"86045"	"SCOR.D2.120m.RNA_1001977"	32940	96.39
"86092"	"SCOR.D2.120m.RNA_1002024"	41856	98.32
"86133"	"SCOR.D2.120m.RNA_1002065"	32940	99.6
"86233"	"SCOR.D2.120m.RNA_1002166"	35841	99.57
"86298"	"SCOR.D2.120m.RNA_1002233"	23633	97.9
"86404"	"SCOR.D2.120m.RNA_1002336"	5081	98.25
"86503"	"SCOR.D2.120m.RNA_1002431"	32940	99.4
"86972"	"SCOR.D2.120m.RNA_1002906"	2274	98.38
"87102"	"SCOR.D2.120m.RNA_1003037"	35841	99.1
"87507"	"SCOR.D2.120m.RNA_1003455"	2274	99.39
"87919"	"SCOR.D2.120m.RNA_1003878"	2274	98.31
"87986"	"SCOR.D2.120m.RNA_1003945"	35841	98.6
"88085"	"SCOR.D2.120m.RNA_1004044"	2274	98.79
"88149"	"SCOR.D2.120m.RNA_1004109"	39646	99.19
"88329"	"SCOR.D2.120m.RNA_1004294"	42773	98.11
"88514"	"SCOR.D2.120m.RNA_1004482"	12385	99.13
"88767"	"SCOR.D2.120m.RNA_1004747"	35841	99.37
"89097"	"SCOR.D2.120m.RNA_1005086"	23633	97.69
"89248"	"SCOR.D2.120m.RNA_1005238"	38500	99.01
"89337"	"SCOR.D2.120m.RNA_1005327"	2274	99.39
"89469"	"SCOR.D2.120m.RNA_1005461"	35841	99.79
"89582"	"SCOR.D2.120m.RNA_1005572"	2274	99.79
"89742"	"SCOR.D2.120m.RNA_1005732"	2274	99.17
"90246"	"SCOR.D2.120m.RNA_1006257"	2274	97.57
"90336"	"SCOR.D2.120m.RNA_1006353"	2274	96.96
"90504"	"SCOR.D2.120m.RNA_1006527"	8780	99.35
"91411"	"SCOR.D2.120m.RNA_1007457"	23633	99.58
"91664"	"SCOR.D2.120m.RNA_1007709"	35841	98.58
"91696"	"SCOR.D2.120m.RNA_1007738"	38500	98.81
"91840"	"SCOR.D2.120m.RNA_1007886"	38500	99.41
"91854"	"SCOR.D2.120m.RNA_1007898"	35841	100
"92186"	"SCOR.D2.120m.RNA_1008236"	2274	98.39
"92555"	"SCOR.D2.120m.RNA_1008614"	35841	99.77
"92925"	"SCOR.D2.120m.RNA_1008993"	2274	99.37
"93009"	"SCOR.D2.120m.RNA_1009084"	41856	98.31
"93119"	"SCOR.D2.120m.RNA_1009194"	23633	98.31
"93231"	"SCOR.D2.120m.RNA_1009307"	2274	99.39
"93353"	"SCOR.D2.120m.RNA_1009440"	26582	98.29
"93445"	"SCOR.D2.120m.RNA_1009535"	2274	99.58
"93513"	"SCOR.D2.120m.RNA_1009605"	2274	98.79
"93614"	"SCOR.D2.120m.RNA_1009706"	2274	99.39
"93968"	"SCOR.D2.120m.RNA_1010064"	38500	99.4
"94046"	"SCOR.D2.120m.RNA_1010144"	2274	99.58
"94157"	"SCOR.D2.120m.RNA_1010256"	2274	99.36
"94212"	"SCOR.D2.120m.RNA_1010309"	2274	98.73
"94480"	"SCOR.D2.120m.RNA_1010597"	38500	99.19
"94850"	"SCOR.D2.120m.RNA_1010972"	23633	98.12
"95155"	"SCOR.D2.120m.RNA_1011276"	2274	99.8
"95408"	"SCOR.D2.120m.RNA_1011541"	35841	99.57
"95578"	"SCOR.D2.120m.RNA_1011714"	23633	99.16
"95579"	"SCOR.D2.120m.RNA_1011715"	8780	98.59
"95723"	"SCOR.D2.120m.RNA_1011866"	2274	99.12
"96018"	"SCOR.D2.120m.RNA_1012170"	35841	99.39
"96156"	"SCOR.D2.120m.RNA_1012310"	35841	99.77
"96461"	"SCOR.D2.120m.RNA_1012623"	35841	98.94
"97117"	"SCOR.D2.120m.RNA_1013295"	41856	97.28
"97503"	"SCOR.D2.120m.RNA_1013690"	23633	98.74
"98263"	"SCOR.D2.120m.RNA_1014473"	12385	98.55
"98281"	"SCOR.D2.120m.RNA_1014492"	23633	97.62
"98604"	"SCOR.D2.120m.RNA_1014816"	2274	99.19
"98828"	"SCOR.D2.120m.RNA_1015048"	39646	98.61
"98970"	"SCOR.D2.120m.RNA_1015191"	2274	99.79
"99319"	"SCOR.D2.120m.RNA_1015551"	35841	100
"99416"	"SCOR.D2.120m.RNA_1015649"	35841	100
"99432"	"SCOR.D2.120m.RNA_1015664"	41856	97.87
"99557"	"SCOR.D2.120m.RNA_996271"	39646	99.19
"99617"	"SCOR.D2.120m.RNA_996332"	5081	97.27
"100018"	"SCOR.D2.120m.RNA_996738"	35841	99.78
"100132"	"SCOR.D2.120m.RNA_996853"	8780	98.95
"100525"	"SCOR.D2.120m.RNA_997259"	2274	99.39
"100579"	"SCOR.D2.120m.RNA_997314"	35841	98.75
"100717"	"SCOR.D2.120m.RNA_997461"	23633	97.43
"101103"	"SCOR.D2.120m.RNA_997845"	42773	97.46
"101202"	"SCOR.D2.120m.RNA_997948"	8780	99.8
"101225"	"SCOR.D2.120m.RNA_997972"	2274	99.79
"102089"	"SCOR.D2.120m.RNA_998853"	35841	100
"102175"	"SCOR.D2.120m.RNA_998940"	2274	98.79
"102698"	"SCOR.D2.120m.RNA_999476"	2274	99.59
"102799"	"SCOR.D2.120m.RNA_999577"	2274	98.76
"103084"	"SCOR.D2.120m.RNA_999877"	26582	98.95
"103330"	"SCOR.D2.135m.RNA_1056935"	39646	98.61
"103468"	"SCOR.D2.135m.RNA_1057075"	35841	98.6
"103807"	"SCOR.D2.135m.RNA_1057425"	35841	99.39
"103866"	"SCOR.D2.135m.RNA_1057485"	35841	98.38
"104412"	"SCOR.D2.135m.RNA_1058048"	2274	97.27
"104936"	"SCOR.D2.135m.RNA_1058579"	35841	98.4
"105077"	"SCOR.D2.135m.RNA_1058725"	23633	96.86
"105707"	"SCOR.D2.135m.RNA_1059364"	23633	97.69
"105905"	"SCOR.D2.135m.RNA_1059561"	2274	99.58
"105995"	"SCOR.D2.135m.RNA_1059653"	35841	98.6
"106066"	"SCOR.D2.135m.RNA_1059723"	23633	97.69
"106479"	"SCOR.D2.135m.RNA_1060137"	23633	97.06
"107221"	"SCOR.D2.135m.RNA_1060894"	41856	98.19
"107249"	"SCOR.D2.135m.RNA_1060924"	35841	97.67
"107392"	"SCOR.D2.135m.RNA_1061073"	38500	98.4
"107808"	"SCOR.D2.135m.RNA_1061493"	23633	97.9
"109512"	"SCOR.D2.135m.RNA_1063240"	41856	98.11
"110094"	"SCOR.D2.135m.RNA_1063829"	2274	99.39
"110357"	"SCOR.D2.135m.RNA_1064089"	2274	99.79
"111285"	"SCOR.D2.135m.RNA_1065037"	2274	96.22
"111379"	"SCOR.D2.135m.RNA_1065134"	2274	99.19
"112932"	"SCOR.D2.135m.RNA_1066702"	41856	98.31
"113008"	"SCOR.D2.135m.RNA_1066782"	8780	98.96
"113387"	"SCOR.D2.135m.RNA_1067174"	2274	98.99
"113393"	"SCOR.D2.135m.RNA_1067181"	41856	98.11
"113620"	"SCOR.D2.135m.RNA_1067416"	35841	98.51
"113984"	"SCOR.D2.135m.RNA_1067777"	23633	97.06
"113986"	"SCOR.D2.135m.RNA_1067779"	2274	98.18
"114500"	"SCOR.D2.135m.RNA_1068307"	35841	99.77
"114559"	"SCOR.D2.135m.RNA_1068369"	41856	98.52
"115528"	"SCOR.D2.135m.RNA_1069358"	35841	99.79
"116211"	"SCOR.D2.135m.RNA_1070041"	2274	99.16
"116449"	"SCOR.D2.135m.RNA_1070285"	23633	97.27
"116687"	"SCOR.D2.135m.RNA_1070529"	42773	98.11
"116826"	"SCOR.D2.135m.RNA_1070670"	8780	99.4
"117195"	"SCOR.D2.135m.RNA_1071039"	2274	99.39
"117969"	"SCOR.D2.150m.DNA_115054"	28241	99.13
"118048"	"SCOR.D2.150m.DNA_115127"	23633	99.37
"120109"	"SCOR.D2.150m.DNA_117127"	35841	99.79
"120254"	"SCOR.D2.150m.DNA_117267"	23633	98.54
"120861"	"SCOR.D2.150m.DNA_117863"	30591	100
"121699"	"SCOR.D2.150m.DNA_118684"	2962	99.58
"121963"	"SCOR.D2.150m.DNA_118931"	8780	99.59
"121995"	"SCOR.D2.150m.DNA_118965"	26650	100
"122008"	"SCOR.D2.150m.DNA_118978"	41856	98.52
"122188"	"SCOR.D2.150m.DNA_119158"	28241	99.17
"123236"	"SCOR.D2.150m.DNA_120167"	2274	98.72
"123379"	"SCOR.D2.150m.DNA_120307"	26650	99.8
"124719"	"SCOR.D2.150m.DNA_121624"	27885	99.6
"126221"	"SCOR.D2.150m.RNA_1016214"	28241	99.25
"126479"	"SCOR.D2.150m.RNA_1016497"	2274	98.97
"126855"	"SCOR.D2.150m.RNA_1016913"	8780	97.8
"127174"	"SCOR.D2.150m.RNA_1017276"	35841	99.55
"127915"	"SCOR.D2.150m.RNA_1018114"	35841	99.77
"128724"	"SCOR.D2.150m.RNA_1019021"	5081	97.71
"128834"	"SCOR.D2.150m.RNA_1019136"	8780	98.82
"128956"	"SCOR.D2.150m.RNA_1019272"	32940	99.53
"130483"	"SCOR.D2.150m.RNA_1020990"	19082	99.2
"130925"	"SCOR.D2.150m.RNA_1021508"	28241	99.79
"131380"	"SCOR.D2.150m.RNA_1022003"	41856	99.37
"132035"	"SCOR.D2.150m.RNA_1022720"	28241	99.17
"132139"	"SCOR.D2.150m.RNA_1022831"	35841	99.79
"132306"	"SCOR.D2.150m.RNA_1023017"	10939	97.92
"134280"	"SCOR.D2.150m.RNA_1025253"	10460	98.2
"134705"	"SCOR.D2.150m.RNA_1025732"	28241	99.59
"134709"	"SCOR.D2.150m.RNA_1025737"	2274	98.09
"135062"	"SCOR.D2.150m.RNA_1026138"	38500	99.6
"135238"	"SCOR.D2.150m.RNA_1026336"	38500	98.17
"135426"	"SCOR.D2.150m.RNA_1026546"	10202	97.71
"136155"	"SCOR.D2.150m.RNA_1027378"	2274	100
"136453"	"SCOR.D2.150m.RNA_1027715"	2274	97.62
"137450"	"SCOR.D2.150m.RNA_1028837"	2274	99.77
"137705"	"SCOR.D2.150m.RNA_1029131"	35841	99.76
"137937"	"SCOR.D2.150m.RNA_1029397"	2274	98.38
"138210"	"SCOR.D2.150m.RNA_1029712"	2274	97.48
"138483"	"SCOR.D2.150m.RNA_1030021"	8780	97.4
"138581"	"SCOR.D2.150m.RNA_1030137"	28241	98.97
"138650"	"SCOR.D2.150m.RNA_1030215"	8780	98.38
"143085"	"SCOR.D2.165m.RNA_1035409"	41856	99.37
"144780"	"SCOR.D2.165m.RNA_1037419"	41856	99.58
"146397"	"SCOR.D2.165m.RNA_1039326"	32070	97.68
"152513"	"SCOR.D2.185m.DNA_592536"	30591	99.79
"160987"	"SCOR.D2.185m.RNA_1049430"	32940	98.41
"167399"	"SCOR.D2.20m.DNA_502550"	23633	98.74
"167411"	"SCOR.D2.20m.DNA_502562"	26650	99.4
"167431"	"SCOR.D2.20m.DNA_502582"	23633	97.91
"167619"	"SCOR.D2.20m.DNA_502769"	41856	99.79
"167842"	"SCOR.D2.20m.DNA_502987"	23633	99.16
"167869"	"SCOR.D2.20m.DNA_503014"	23633	96.65
"168670"	"SCOR.D2.20m.DNA_503807"	41856	99.79
"168755"	"SCOR.D2.20m.DNA_503892"	41856	99.79
"168809"	"SCOR.D2.20m.DNA_503946"	41856	98.44
"169024"	"SCOR.D2.20m.DNA_504157"	10557	95.91
"169098"	"SCOR.D2.20m.DNA_504231"	41856	99.37
"169208"	"SCOR.D2.20m.DNA_504338"	23633	98.09
"169365"	"SCOR.D2.20m.DNA_504496"	23633	99.3
"169772"	"SCOR.D2.20m.DNA_504895"	26650	98.99
"169793"	"SCOR.D2.20m.DNA_504916"	23633	98.74
"169908"	"SCOR.D2.20m.DNA_505031"	41856	100
"169911"	"SCOR.D2.20m.DNA_505034"	23633	99.58
"170345"	"SCOR.D2.20m.DNA_505466"	23633	98.74
"170647"	"SCOR.D2.20m.DNA_505766"	26650	98.6
"170660"	"SCOR.D2.20m.DNA_505778"	10939	96.38
"170677"	"SCOR.D2.20m.DNA_505795"	23633	98.11
"170782"	"SCOR.D2.20m.DNA_505901"	12385	99.57
"170824"	"SCOR.D2.20m.DNA_505943"	23633	98.71
"170832"	"SCOR.D2.20m.DNA_505951"	41856	100
"170926"	"SCOR.D2.20m.DNA_506045"	23633	99.16
"170978"	"SCOR.D2.20m.DNA_506097"	38500	99.52
"171055"	"SCOR.D2.20m.DNA_506174"	10557	95.96
"171142"	"SCOR.D2.20m.DNA_506260"	10557	95.96
"171203"	"SCOR.D2.20m.DNA_506320"	10557	95.32
"171313"	"SCOR.D2.20m.DNA_506430"	41856	99.14
"171322"	"SCOR.D2.20m.DNA_506439"	26650	98.4
"171376"	"SCOR.D2.20m.DNA_506492"	23633	99.79
"171475"	"SCOR.D2.20m.DNA_506591"	41856	99.35
"171649"	"SCOR.D2.20m.DNA_506765"	41856	100
"171677"	"SCOR.D2.20m.DNA_506792"	41856	99.79
"171694"	"SCOR.D2.20m.DNA_506809"	27885	98.8
"171708"	"SCOR.D2.20m.DNA_506821"	41856	100
"172230"	"SCOR.D2.20m.DNA_507339"	41856	99.79
"172602"	"SCOR.D2.20m.DNA_507705"	23633	98.12
"172625"	"SCOR.D2.20m.DNA_507727"	41856	99.37
"172710"	"SCOR.D2.20m.DNA_507811"	23633	98.73
"172822"	"SCOR.D2.20m.DNA_507921"	10939	98.59
"172906"	"SCOR.D2.20m.DNA_508002"	41856	100
"173193"	"SCOR.D2.20m.DNA_508289"	23633	96.87
"173220"	"SCOR.D2.20m.DNA_508316"	10460	97.16
"173563"	"SCOR.D2.20m.DNA_508655"	23633	98.74
"173639"	"SCOR.D2.20m.DNA_508732"	41856	100
"173817"	"SCOR.D2.20m.DNA_508911"	26650	98.2
"173830"	"SCOR.D2.20m.DNA_508924"	10557	95.96
"174919"	"SCOR.D2.20m.DNA_510005"	41856	100
"175884"	"SCOR.D2.20m.DNA_510960"	41856	99.79
"175935"	"SCOR.D2.20m.DNA_511010"	23633	98.68
"176074"	"SCOR.D2.20m.DNA_511148"	27885	98.74
"176238"	"SCOR.D2.20m.DNA_511310"	23633	98.12
"176485"	"SCOR.D2.20m.DNA_511557"	23633	98.03
"176558"	"SCOR.D2.20m.DNA_511630"	41856	99.58
"176591"	"SCOR.D2.20m.DNA_511662"	23633	98.74
"176703"	"SCOR.D2.20m.DNA_511774"	35162	98.97
"176807"	"SCOR.D2.20m.DNA_511879"	35162	98.8
"177344"	"SCOR.D2.20m.DNA_512416"	23633	98.95
"177414"	"SCOR.D2.20m.DNA_512486"	41856	99.58
"177628"	"SCOR.D2.20m.DNA_512696"	12385	99.57
"177720"	"SCOR.D2.20m.DNA_512788"	41856	100
"177836"	"SCOR.D2.20m.DNA_512901"	23633	97.91
"177928"	"SCOR.D2.20m.DNA_512992"	27885	98.8
"178100"	"SCOR.D2.20m.DNA_513164"	2962	98.32
"178347"	"SCOR.D2.20m.DNA_513409"	10557	95.18
"178355"	"SCOR.D2.20m.DNA_513416"	23633	98.64
"178500"	"SCOR.D2.20m.DNA_513559"	26650	98.97
"178506"	"SCOR.D2.20m.DNA_513565"	41856	99.79
"178642"	"SCOR.D2.40m.DNA_513700"	35162	98.8
"178646"	"SCOR.D2.40m.DNA_513704"	23633	99.79
"178659"	"SCOR.D2.40m.DNA_513717"	32070	99.27
"178689"	"SCOR.D2.40m.DNA_513746"	4362	98.33
"178715"	"SCOR.D2.40m.DNA_513771"	23633	98.74
"178717"	"SCOR.D2.40m.DNA_513773"	23633	98.75
"178719"	"SCOR.D2.40m.DNA_513775"	41856	99.37
"178722"	"SCOR.D2.40m.DNA_513778"	23633	99.16
"178736"	"SCOR.D2.40m.DNA_513792"	22164	99.54
"178756"	"SCOR.D2.40m.DNA_513812"	23633	97.71
"178779"	"SCOR.D2.40m.DNA_513835"	10460	98.36
"178781"	"SCOR.D2.40m.DNA_513837"	32940	99.28
"178809"	"SCOR.D2.40m.DNA_513865"	12385	97.77
"178824"	"SCOR.D2.40m.DNA_513880"	41856	99.77
"178832"	"SCOR.D2.40m.DNA_513888"	41856	99.79
"178839"	"SCOR.D2.40m.DNA_513892"	10939	98.59
"178841"	"SCOR.D2.40m.DNA_513894"	10939	97.99
"178862"	"SCOR.D2.40m.DNA_513915"	41856	99.79
"178866"	"SCOR.D2.40m.DNA_513919"	8780	98.54
"178871"	"SCOR.D2.40m.DNA_513924"	28241	99.38
"178877"	"SCOR.D2.40m.DNA_513930"	12385	98.5
"178897"	"SCOR.D2.40m.DNA_513950"	4362	99.38
"178912"	"SCOR.D2.40m.DNA_513964"	26650	99.54
"178947"	"SCOR.D2.40m.DNA_513998"	23633	99.16
"178969"	"SCOR.D2.40m.DNA_514019"	35162	98.96
"178979"	"SCOR.D2.40m.DNA_514029"	4362	99.37
"178989"	"SCOR.D2.40m.DNA_514039"	10460	100
"178999"	"SCOR.D2.40m.DNA_514049"	4362	99.38
"179001"	"SCOR.D2.40m.DNA_514051"	39646	99.8
"179010"	"SCOR.D2.40m.DNA_514059"	23633	99.16
"179040"	"SCOR.D2.40m.DNA_514087"	13270	100
"179048"	"SCOR.D2.40m.DNA_514095"	41856	99.11
"179051"	"SCOR.D2.40m.DNA_514098"	41856	98.54
"179072"	"SCOR.D2.40m.DNA_514119"	28241	99.38
"179076"	"SCOR.D2.40m.DNA_514123"	28241	99.15
"179088"	"SCOR.D2.40m.DNA_514135"	2274	99.52
"179101"	"SCOR.D2.40m.DNA_514148"	23633	98.74
"179105"	"SCOR.D2.40m.DNA_514152"	41856	99.78
"179123"	"SCOR.D2.40m.DNA_514170"	32940	98.62
"179166"	"SCOR.D2.40m.DNA_514212"	12385	98.69
"179168"	"SCOR.D2.40m.DNA_514214"	23633	99.57
"179175"	"SCOR.D2.40m.DNA_514221"	41856	99.16
"179180"	"SCOR.D2.40m.DNA_514226"	23633	98.12
"179191"	"SCOR.D2.40m.DNA_514237"	23633	98.74
"179210"	"SCOR.D2.40m.DNA_514256"	12385	100
"179219"	"SCOR.D2.40m.DNA_514265"	28241	99.38
"179234"	"SCOR.D2.40m.DNA_514280"	23633	98.93
"179292"	"SCOR.D2.40m.DNA_514338"	23633	98.12
"179380"	"SCOR.D2.40m.DNA_514423"	38500	99.55
"179389"	"SCOR.D2.40m.DNA_514432"	12385	99.74
"179411"	"SCOR.D2.40m.DNA_514454"	10460	98.55
"179458"	"SCOR.D2.40m.DNA_514499"	26650	100
"179485"	"SCOR.D2.40m.DNA_514526"	27885	99.39
"179486"	"SCOR.D2.40m.DNA_514527"	28241	99.38
"179501"	"SCOR.D2.40m.DNA_514542"	23633	99.37
"179515"	"SCOR.D2.40m.DNA_514556"	4362	99.38
"179543"	"SCOR.D2.40m.DNA_514582"	41856	100
"179555"	"SCOR.D2.40m.DNA_514594"	41856	98.36
"179568"	"SCOR.D2.40m.DNA_514607"	23633	98.74
"179573"	"SCOR.D2.40m.DNA_514612"	23633	98.74
"179587"	"SCOR.D2.40m.DNA_514626"	32070	98.32
"179600"	"SCOR.D2.40m.DNA_514639"	23633	99.37
"179606"	"SCOR.D2.40m.DNA_514645"	32070	98.59
"179637"	"SCOR.D2.40m.DNA_514676"	32940	99.21
"179645"	"SCOR.D2.40m.DNA_514684"	26650	97.81
"179672"	"SCOR.D2.40m.DNA_514710"	12385	98.47
"179726"	"SCOR.D2.40m.DNA_514761"	41856	98.11
"179732"	"SCOR.D2.40m.DNA_514766"	23633	99.14
"179733"	"SCOR.D2.40m.DNA_514767"	23633	98.88
"179752"	"SCOR.D2.60m.DNA_514786"	32070	98.76
"179756"	"SCOR.D2.60m.DNA_514790"	27885	99.8
"179758"	"SCOR.D2.60m.DNA_514792"	28241	99.38
"179813"	"SCOR.D2.60m.DNA_514846"	2274	99.79
"179822"	"SCOR.D2.60m.DNA_514854"	23633	98.95
"179828"	"SCOR.D2.60m.DNA_514860"	41856	99.37
"179838"	"SCOR.D2.60m.DNA_514868"	10939	98.09
"179842"	"SCOR.D2.60m.DNA_514871"	23633	98.53
"179885"	"SCOR.D2.60m.DNA_514914"	35162	99.18
"179891"	"SCOR.D2.60m.DNA_514920"	10939	98.33
"179902"	"SCOR.D2.60m.DNA_514929"	30591	99.58
"179915"	"SCOR.D2.60m.DNA_514942"	2274	99.79
"179920"	"SCOR.D2.60m.DNA_514947"	32940	98.4
"179921"	"SCOR.D2.60m.DNA_514948"	2274	99.76
"179938"	"SCOR.D2.60m.DNA_514965"	28241	99.38
"179961"	"SCOR.D2.60m.DNA_514989"	7561	98.83
"179966"	"SCOR.D2.60m.DNA_514993"	2274	99.34
"179985"	"SCOR.D2.60m.DNA_515012"	32070	99.19
"179990"	"SCOR.D2.60m.DNA_515017"	19082	99.79
"180002"	"SCOR.D2.60m.DNA_515029"	28241	99.38
"180013"	"SCOR.D2.60m.DNA_515040"	13270	99.79
"180016"	"SCOR.D2.60m.DNA_515043"	28241	99.38
"180020"	"SCOR.D2.60m.DNA_515047"	28241	99.38
"180038"	"SCOR.D2.60m.DNA_515064"	30577	99.4
"180051"	"SCOR.D2.60m.DNA_515076"	30577	99.74
"180058"	"SCOR.D2.60m.DNA_515083"	23633	98.95
"180072"	"SCOR.D2.60m.DNA_515097"	13270	99.6
"180090"	"SCOR.D2.60m.DNA_515115"	27885	99.58
"180095"	"SCOR.D2.60m.DNA_515120"	35162	98.99
"180141"	"SCOR.D2.60m.DNA_515164"	23633	98.95
"180155"	"SCOR.D2.60m.DNA_515176"	10939	97.9
"180187"	"SCOR.D2.60m.DNA_515208"	8780	99.12
"180192"	"SCOR.D2.60m.DNA_515214"	13270	99.58
"180197"	"SCOR.D2.60m.DNA_515219"	23633	99.58
"180217"	"SCOR.D2.60m.DNA_515239"	10939	97.79
"180220"	"SCOR.D2.60m.DNA_515242"	26650	98.93
"180221"	"SCOR.D2.60m.DNA_515243"	26650	98.95
"180223"	"SCOR.D2.60m.DNA_515245"	19082	99.8
"180229"	"SCOR.D2.60m.DNA_515251"	41856	99.37
"180280"	"SCOR.D2.85m.DNA_515303"	28241	99.38
"180302"	"SCOR.D2.85m.DNA_515324"	2274	100
"180400"	"SCOR.D2.85m.DNA_515422"	2274	99.8
"180435"	"SCOR.D2.85m.DNA_515457"	14519	99.18
"180439"	"SCOR.D2.85m.DNA_515461"	2274	100
"180502"	"SCOR.D2.85m.DNA_515523"	23633	99.36
"180517"	"SCOR.D2.85m.DNA_515538"	26650	99.76
"180522"	"SCOR.D2.85m.DNA_515543"	32940	98.8
"180711"	"SCOR.D2.85m.DNA_515731"	12385	99.57
"180728"	"SCOR.D2.85m.DNA_515748"	27885	99.8
"180733"	"SCOR.D2.85m.DNA_515753"	23633	99.58
"180760"	"SCOR.D2.85m.DNA_515780"	13270	99.8
"180795"	"SCOR.D2.85m.DNA_515815"	32940	98.81
"180925"	"SCOR.D2.85m.DNA_515939"	23633	99.16
"180957"	"SCOR.D2.85m.DNA_515971"	17737	95.01
"180994"	"SCOR.D2.85m.DNA_516006"	2274	99.78
"181018"	"SCOR.D2.85m.DNA_516030"	27885	99.21
"181019"	"SCOR.D2.85m.DNA_516031"	41856	99.77
"181145"	"SCOR.D2.85m.DNA_516158"	26650	99.4
"181233"	"SCOR.D2.85m.DNA_516243"	23633	98.95
"181237"	"SCOR.D2.85m.DNA_516246"	41856	97.89
"181313"	"SCOR.D2.85m.DNA_516321"	10460	99.6
"181318"	"SCOR.D2.85m.DNA_516324"	26582	98.74
"181327"	"SCOR.D2.85m.DNA_516333"	2274	98.09
"181348"	"SCOR.D2.85m.DNA_516353"	23633	99.16
"181454"	"SCOR.D2.85m.DNA_516458"	39646	99.59
"181458"	"SCOR.D2.85m.DNA_516462"	8780	98.36
"181500"	"SCOR.D2.85m.DNA_516501"	17547	100
"181502"	"SCOR.D2.85m.DNA_516502"	7561	98.36
"181520"	"SCOR.D2.85m.DNA_516520"	17547	99.57
"181534"	"SCOR.D2.85m.DNA_516533"	19082	99.6
"181535"	"SCOR.D2.85m.DNA_516534"	2962	99.79
"181561"	"SCOR.D2.85m.DNA_516560"	2274	99.27
"181638"	"SCOR.D2.85m.DNA_516637"	34620	99.53
"181647"	"SCOR.D2.85m.DNA_516646"	13270	98.81
"181724"	"SCOR.D2.85m.DNA_516720"	14519	99.2
"181868"	"SCOR.D2.85m.DNA_516862"	27885	99.37
"181871"	"SCOR.D2.85m.DNA_516865"	28241	99.59
"181940"	"SCOR.D2.85m.DNA_516933"	28241	99.59
"181949"	"SCOR.D2.85m.DNA_516942"	19082	98.23
"181993"	"SCOR.D2.85m.DNA_516985"	27885	98.22
"182072"	"SCOR.D2.85m.DNA_517063"	27885	98.61
"182103"	"SCOR.D2.85m.DNA_517094"	28241	99.38
"182162"	"SCOR.D2.85m.DNA_517153"	27885	99.39
"182222"	"SCOR.D2.85m.DNA_517211"	26650	98.97
"182226"	"SCOR.D2.85m.DNA_517215"	42840	99.57
"182260"	"SCOR.D2.85m.DNA_517248"	42840	100
"182316"	"SCOR.D2.85m.DNA_517303"	41856	98.15
"182339"	"SCOR.D2.85m.DNA_517326"	10939	98.19
"182355"	"SCOR.D2.85m.DNA_517342"	23633	99.16
"182434"	"SCOR.D2.85m.DNA_517420"	41856	97.64
"182449"	"SCOR.D2.85m.DNA_517435"	2274	100
"182463"	"SCOR.D2.85m.DNA_517449"	2962	99.16
"182471"	"SCOR.D2.85m.DNA_517457"	19082	99.79
"182478"	"SCOR.D2.85m.DNA_517464"	4362	99.17
"182485"	"SCOR.D2.85m.DNA_517471"	4362	99.79
"182537"	"SCOR.D2.85m.DNA_517523"	32940	99.52
"182620"	"SCOR.D2.85m.DNA_517606"	19082	99.6
"182734"	"SCOR.D2.85m.DNA_517719"	19082	99.6
"182762"	"SCOR.D2.85m.DNA_517745"	2962	99.77
"182789"	"SCOR.D2.85m.DNA_517772"	28241	99.59
"182872"	"SCOR.D2.85m.DNA_517853"	14519	98.59
"182900"	"SCOR.D2.85m.DNA_517877"	28241	98.96
"182916"	"SCOR.D2.85m.DNA_517891"	41856	97.68
"182923"	"SCOR.D2.85m.DNA_517898"	23633	99.58
"182996"	"SCOR.D2.85m.DNA_517971"	23633	98.07
"183018"	"SCOR.D2.85m.DNA_517993"	32940	99
"183044"	"SCOR.D2.85m.DNA_518018"	23633	99.16
"183092"	"SCOR.D2.85m.DNA_518066"	41856	97.9
"183175"	"SCOR.D2.85m.DNA_518149"	28241	99.38
"183192"	"SCOR.D2.85m.DNA_518166"	35841	99.79
"183201"	"SCOR.D2.85m.DNA_518175"	14519	99.19
"183212"	"SCOR.D2.85m.DNA_518186"	23633	98.53
"183214"	"SCOR.D2.85m.DNA_518188"	10460	98.57
"183294"	"SCOR.D2.85m.DNA_518265"	41856	97.9
"183318"	"SCOR.D2.85m.DNA_518289"	35162	99.18
"183383"	"SCOR.D2.85m.DNA_518354"	32940	98.8
"183465"	"SCOR.D2.85m.DNA_518436"	35162	99.59
"183469"	"SCOR.D2.85m.DNA_518440"	28241	99.79
"183503"	"SCOR.D2.85m.DNA_518473"	13270	98.98
"183605"	"SCOR.D2.85m.DNA_518573"	2274	100
